trans_id	transaction_date	cardholder_name	card_number	merchant	amount	merchant_category
HRO-5519920246	10/3/2018	Gabbey Lamanby	6304969436723502	Zoombox	$53232.07	Outdoors
ULY-0801201443	8/8/2018	Merrick Keelinge	3587518448261228	Vinder	$7536.12	Sports
AAS-7200976637	8/14/2018	Ignaz Imeson	6334263495833236483	Agimba	$30202.24	Outdoors
IXY-2340663137	8/17/2018	Trudi Lidgley	4041596125799	Midel	$6768.72	Health
OKH-5137141276	8/7/2018	Katti Carren	3531996665008570	Meetz	$31161.44	Industrial
JPF-9109509041	2/15/2019	Aggy Mussared	5007662148774051	Skiptube	$24850.17	Garden
WJX-0035021054	6/1/2019	Staffard Staniforth	3547379784654198	Skidoo	$25808.15	Baby
WNM-4378950914	11/29/2018	Granville Grece	3588705139124349	Ozu	$59826.57	Automotive
LKY-0621233203	3/30/2019	Andra Wheatley	5610527393979841149	Oyoba	$63698.79	Jewelery
YQC-2417664129	7/27/2018	Rodney Bruun	3547852136040597	Realcube	$50793.20	Home
IGN-4106510937	10/16/2018	Genvieve Echallie	4017959693947467	Topicblab	$29610.48	Jewelery
EXS-4118275303	6/11/2019	Thea Fairlaw	676780480800948173	Meedoo	$8817.72	Books
VRJ-9771728728	10/2/2018	Ernest Hinrichs	5020414710231257	Rhyloo	$12865.41	Outdoors
HVX-5439420934	4/8/2019	Gusta Josuweit	5602255607064855	Rhybox	$79063.92	Grocery
PWQ-5481452139	10/1/2018	Kaye Burgher	3547396632523789	Babbleopia	$45217.26	Garden
YFA-8513659705	10/5/2018	Genvieve Veljes	3554267175722957	Browsebug	$48948.80	Automotive
BHZ-8809198868	10/28/2018	Kliment Chalice	3553194959916921	Twitterwire	$33622.56	Home
GEP-7518098972	12/12/2018	Janean Easen	5038954847470279089	Centidel	$35358.68	Computers
HMH-9737868796	9/24/2018	Corry Eldrett	4405874604299355	Gabspot	$30124.20	Jewelery
FXJ-3964779699	1/11/2019	Meredithe Bottrell	4026069798021231	Divape	$44341.71	Outdoors
VVF-6810741028	2/17/2019	Marwin Jakov	5512499466771205	Linkbuzz	$58235.32	Beauty
WJW-6978963043	5/25/2019	Eugenius Jevons	5020704749620198642	Rhynoodle	$50509.50	Shoes
AJU-2293410375	2/17/2019	Tab Downer	4911045957238079	Voonix	$24799.87	Outdoors
UND-9588333307	12/27/2018	Shawna Hattiff	5018337315447276794	Rhyzio	$90803.36	Home
XMU-0570648449	11/24/2018	Leonid Harniman	630483920198057860	Yotz	$70021.77	Shoes
UOD-8038616343	7/29/2018	Porty Picknett	3570486419131458	Topdrive	$16093.01	Health
QDN-6556823891	10/28/2018	Fabien Croxon	5602246763586310	Meevee	$18323.44	Outdoors
YND-3745482335	11/17/2018	Elihu McNair	5100134815535435	Avaveo	$96352.44	Clothing
YVK-7095805888	6/11/2019	Jewell Beuscher	4844948975152440	Kimia	$3656.81	Beauty
FDU-1524101465	1/3/2019	Stern D'Orsay	3553077263906375	Tanoodle	$1986.74	Shoes
UQJ-8923972559	12/28/2018	Beth McCrackan	6331101642246741	Reallinks	$89293.53	Electronics
MWI-8688178821	9/28/2018	Margarete Glaister	3554892005746486	Vimbo	$53608.78	Grocery
ZYC-4710977958	1/22/2019	Mikel Corben	6763992270254123371	Mynte	$40611.83	Outdoors
OCS-1597587534	9/27/2018	Sigmund Stenhouse	6333452350752342965	Buzzbean	$70611.22	Grocery
MCG-3306122748	8/7/2018	Titus Killner	30137055484475	Devbug	$24693.55	Health
CWB-6874665729	6/8/2019	Hailey Rawet	56022218894190523	Devpulse	$5694.44	Beauty
FJH-3132520208	11/23/2018	Winnifred Huncote	3530249985967666	Dablist	$2290.42	Music
SEO-3513862624	12/11/2018	Ilysa Thoma	3589445896435773	BlogXS	$9768.40	Jewelery
HLB-3801654405	4/19/2019	Barclay Scamaden	374283538813155	Centimia	$50515.08	Tools
SWI-4976287104	5/27/2019	Obadias Quarry	4911896129337433	Pixope	$94994.84	Shoes
BZC-4878437095	4/15/2019	Costanza Viall	5610559746161443	Browsecat	$19676.84	Garden
VVE-8989225543	2/2/2019	Sarene Hulks	3554986661168306	Youbridge	$2447.59	Electronics
BXD-3198710261	7/5/2019	Archaimbaud Fasset	3569259336978654	Jayo	$61521.68	Grocery
FKP-9297124984	6/17/2019	Perry Grivori	3534169357041518	Jayo	$52064.55	Baby
QNV-8637046460	6/3/2019	Chester Walbrun	6771738698770947	Tagopia	$27942.57	Shoes
LPO-7159422765	12/12/2018	Vanessa Goodsall	4017950814376	Wordpedia	$68909.23	Shoes
CDD-6141411757	4/15/2019	Wash O'Mannion	3579701385626245	Demizz	$67143.00	Kids
ORL-2461403912	11/24/2018	Janina Hurrion	4508185171944737	Shufflebeat	$71172.10	Shoes
VIJ-9938081469	8/7/2018	Brenn Skatcher	4175008209533938	Zoombeat	$41841.11	Clothing
ACP-6292288438	8/31/2018	Minnnie Julyan	5048372623137789	Jabberbean	$84454.87	Books
DUT-4019236329	3/14/2019	Adelbert Reason	675938655928846010	Realpoint	$76926.92	Baby
CHD-1223859843	12/4/2018	Launce Millhill	3589367955383159	Innojam	$22019.31	Grocery
NRK-0637649250	7/12/2019	Mommy Bridges	3551507534746210	Skibox	$90438.25	Baby
CQC-2933830137	5/16/2019	Nigel Baraja	30293436269679	Meevee	$64269.09	Sports
KSR-7176071101	3/24/2019	Chic Waistall	3531958070024485	Miboo	$87292.94	Home
ARB-1826219201	8/30/2018	Brett Persitt	63046680043261547	Dynabox	$1332.90	Baby
TAU-0636393586	6/28/2019	Kala Marchi	3556795750978170	Dabjam	$91100.88	Electronics
DZZ-4537248863	1/1/2019	Merry Pucker	3534126078434950	Mydeo	$93538.52	Industrial
VHG-6542797836	1/10/2019	Penny Losemann	67634532760822069	Linklinks	$9251.46	Clothing
TFT-1168436374	4/6/2019	Ardine Tantum	4913649945459529	Photobean	$52773.05	Movies
EOF-0540994384	11/6/2018	Wilmer Huncote	3579862267942272	Kayveo	$70749.87	Tools
WJB-2145437286	12/26/2018	Matti Nottle	4913979422060940	Gabtune	$86530.76	Beauty
GGH-4970804860	1/19/2019	Pincas Crufts	56022456782655104	Npath	$9786.27	Sports
VBU-7745232759	2/13/2019	Reade Cowe	5038455967688167605	Realblab	$69708.46	Shoes
JGG-3831282959	9/25/2018	Karee Hambleton	6763115235593852	Avamm	$22431.92	Toys
IUQ-2993431320	8/8/2018	Thurston Swinnerton	3583625777525653	Ailane	$34976.47	Games
MMY-2546833083	11/30/2018	Wendy Klammt	6333948677261450	Tagtune	$55452.62	Movies
XTU-6305815764	5/31/2019	Olivette Wilhelmy	56022345650150167	Browsebug	$48705.19	Health
XSV-8002666682	7/14/2019	Timofei Screase	3533344387376785	Skaboo	$53424.32	Movies
YHA-6017954258	8/29/2018	Frannie Breazeall	4903627325396307	Linkbridge	$71707.89	Grocery
MXY-2865107470	6/7/2019	Modestine Casina	3579792817181206	Meevee	$41288.83	Grocery
DQK-6562991152	10/4/2018	Juli Buessen	5007660996052166	Livefish	$54920.05	Shoes
UZA-3781609286	6/9/2019	Josepha Samme	3539218106262530	Blogtags	$88867.62	Shoes
NNQ-6845118424	6/29/2019	Sunny Spreull	3548474496785957	Skibox	$30751.66	Clothing
DHA-6379711954	5/5/2019	Jacinta Langelay	3529086293472606	Mydo	$53453.36	Movies
OQL-7459292838	12/26/2018	Tallie Asbury	3552461168225308	Voonder	$8084.67	Grocery
QMS-2522024448	10/23/2018	Darice Aireton	3577400980243959	Yambee	$88231.96	Jewelery
NRD-8299462524	8/14/2018	Kip Menelaws	5478073545586264	Livefish	$54993.28	Outdoors
BWE-1854545030	10/1/2018	Gray Lurner	5048376508258867	Layo	$24848.37	Tools
LLB-2497332119	1/9/2019	Seka Anfosso	50205618303498262	Buzzdog	$21846.53	Kids
OEF-9487181418	11/26/2018	Ruddy Feldberger	6759946396202677	Divavu	$92821.84	Books
DSJ-8084854212	12/12/2018	Erhard Enrico	5602232896997145	Kwimbee	$1951.22	Movies
WNE-4699319984	5/5/2019	Roma Leftwich	201505445153518	Dabtype	$55338.71	Books
QSH-5077809965	11/19/2018	Elden Furzer	3548583725567299	Camido	$53998.52	Health
HBC-7117571829	10/16/2018	Amye Triplet	3584218256798782	Fanoodle	$99184.42	Clothing
TMJ-2780342229	6/11/2019	Ulysses Ayto	3540762726670686	Quimba	$68984.83	Shoes
ZLY-5488875423	8/21/2018	Layton Bacup	3544777533497707	Innotype	$58534.52	Home
KFE-0541007795	4/6/2019	Genovera Bethel	3587397352690247	Tagopia	$77168.40	Clothing
BJB-0107696286	8/5/2018	Giorgia Senyard	5181895652848899	Skalith	$38172.49	Toys
LZQ-9645712146	3/17/2019	Callean Trimbey	201845870379190	Ooba	$94216.20	Garden
KEK-5308813484	5/6/2019	Julita Legerton	5312877902865255	Kare	$16560.90	Jewelery
VBY-5522185273	4/15/2019	Edouard De Angelo	3574066265799156	Yata	$69031.80	Tools
INN-6409138980	8/16/2018	Noell Tregunnah	5602234882870840193	Izio	$44788.93	Industrial
LSV-6123228468	4/12/2019	Viola Gyurkovics	50205418530645250	Realcube	$39420.09	Home
RCT-9401411515	6/16/2019	Dian Thorold	5007661650371892	Fatz	$72781.76	Clothing
LRW-0243779681	8/6/2018	Tucky Stranks	3562715560786300	Talane	$42667.81	Tools
QFM-5545616922	12/7/2018	Nick Barstock	3588187718431736	Bluejam	$48302.01	Sports
AKE-9299861595	9/1/2018	Sara Pasticznyk	3583002257700950	Trudeo	$71129.56	Games
ZHF-2966530615	2/21/2019	Brian Cayton	4041599192267	Thoughtsphere	$55875.43	Baby
TFL-6608430796	9/15/2018	Marlane O'Bruen	5602236318207215	Wikido	$326.87	Computers
LHY-1642882974	1/3/2019	Danita Booton	6388323229592691	Dynabox	$50837.21	Home
FUH-8925381247	9/9/2018	Quentin Ismead	3547961501135039	Kwinu	$98261.65	Movies
FWV-3278458135	5/16/2019	Catlee Bampkin	560221421874218591	Kaymbo	$22156.95	Jewelery
RER-0666193064	8/4/2018	Allyn Loblie	4041378980585	Dabshots	$74493.46	Industrial
BKS-2085835320	1/4/2019	Edward Morgue	3589212720058431	Zoombeat	$70421.61	Tools
OHZ-8908099129	6/20/2019	Joell Harrod	3584771167921125	Topdrive	$81243.27	Electronics
YYF-4485798485	6/17/2019	Lezlie Cunradi	675902314386094026	Gabspot	$6394.10	Electronics
ADR-1741384369	2/1/2019	Dani Caret	3541449516461323	Voonte	$37631.87	Beauty
PCN-4014323881	5/15/2019	Allix Ealden	3545596661651177	Brainsphere	$51303.79	Movies
ZBO-4457030276	2/24/2019	Magdalena Andrzejowski	3538147006032209	Voolith	$41583.83	Beauty
BZL-7748688844	6/6/2019	Isidoro Wiltshaw	3581812823647606	Edgeify	$62021.48	Health
MEE-4454106990	6/26/2019	Darlene Tulleth	3584252735685526	Eadel	$34326.71	Games
KNZ-2882478040	2/2/2019	Aviva Kinsella	6390508082978740	Voomm	$88698.15	Books
NQX-7841967032	5/20/2019	Kinny Cheesman	3548033745422083	Agimba	$16711.79	Music
QMQ-3669309508	10/27/2018	Tate Mould	3588686492564380	Realbuzz	$32081.82	Tools
VRS-0849721965	5/14/2019	Rolf Brookson	5048378534664803	Rooxo	$61707.52	Outdoors
DUO-5700911670	12/9/2018	Jo ann Trayton	3551819921858932	Meeveo	$19165.96	Electronics
RET-4920923837	8/27/2018	Suzanne Edworthie	670957502284211487	Innotype	$83679.74	Tools
YBL-7910804903	11/20/2018	Uriel Grelka	3588317927238750	Topicshots	$61935.95	Outdoors
ICA-6184681358	2/12/2019	Lowrance Twizell	3552138221525680	Babbleopia	$44528.31	Jewelery
NDZ-5712273019	9/17/2018	Edward Augar	5460163408999371	Vinte	$54213.16	Toys
HFK-8279259213	2/18/2019	Courtney Witterick	201741590380982	Zoombeat	$94084.37	Movies
MJW-9925209597	12/11/2018	Carrissa Elsay	346071716610781	Skibox	$72589.48	Beauty
MFU-3572042812	8/23/2018	Regan de Clerq	5602212543458279	Kwideo	$15919.12	Movies
BMD-4245981404	11/23/2018	Dagny Kitcatt	5048374077885590	Zoovu	$61225.87	Kids
GEB-4619582737	5/31/2019	Bernadina Swinyard	5602221451406101036	Zava	$31483.07	Movies
MQZ-5383885634	4/9/2019	Etta Bunney	201529418427634	Meevee	$29865.94	Tools
HGD-1295678743	8/13/2018	Yves Tullis	337941816716640	Rooxo	$66322.53	Electronics
GNY-5304031145	9/26/2018	Dex Ciobutaru	201921447740733	Demimbu	$89138.45	Electronics
UDW-7160730083	10/10/2018	Benjamin Willets	3584014774197536	Talane	$66728.21	Beauty
GBW-6438433477	3/10/2019	Minnie McCafferty	3559130623823287	Thoughtworks	$37883.00	Toys
YYY-4498170947	1/17/2019	Marsh Norrey	3571588230368265	Thoughtsphere	$30174.19	Shoes
XZH-2663975804	10/1/2018	Spike Measen	374283611634890	Trudoo	$13759.27	Games
LPK-2737775833	3/16/2019	Layla Wilcher	3544368232990737	Yabox	$37688.39	Computers
PWL-0523173255	3/7/2019	Duky Powdrill	633341476377422330	Janyx	$73575.71	Baby
XDF-7863555220	10/15/2018	Farly Erickssen	30443931190611	Devshare	$85052.84	Movies
MBD-3074023964	9/5/2018	Sheelagh Avrahamy	67095311074214343	Topicshots	$32837.95	Games
WGS-1955553173	8/31/2018	Lida Cornils	201608438521889	Realbuzz	$58235.60	Sports
PBX-2322596583	4/12/2019	Andriana Ramberg	379892180083555	BlogXS	$64737.23	Home
FQO-4949398801	5/28/2019	Raddy Varndall	5100175546600279	Zoomlounge	$37100.70	Movies
EPN-8465796840	1/11/2019	Gualterio Nance	3551428101094654	Tagpad	$41151.19	Toys
MDR-5850992658	9/19/2018	Nona Snowdon	36313257993423	Oyonder	$83610.85	Clothing
VCM-7957536499	4/10/2019	Bary Pates	3534806055753163	Oyoba	$78432.94	Books
WND-6815575548	1/27/2019	Thorin Rochester	4936229054813226332	Agivu	$63539.37	Outdoors
SVC-1499594756	6/12/2019	Ambrose Ficken	6761804724641478	Voonder	$81781.32	Movies
UQN-6128214309	2/8/2019	Oswell Kezor	676743950804449689	Aimbo	$22940.33	Tools
LGB-6273028126	4/23/2019	Jared Reynish	3543738866500856	Innojam	$87824.77	Garden
KUY-7022941767	9/7/2018	Glenden Giraldez	67630690409070930	Mita	$87499.59	Grocery
SMN-1267799744	7/6/2019	Eugenia Mawer	6334513100611322	Zoozzy	$67345.36	Toys
PNZ-1664393736	9/13/2018	Vivianne Bloxsum	3586386545263799	Buzzdog	$66014.58	Electronics
FCX-5835885646	7/23/2018	Annalise Brunroth	3579614047534881	Gabtype	$70754.74	Beauty
TVP-7540650841	6/11/2019	Nelly Casbolt	3538248499387637	Yadel	$23792.99	Shoes
PNH-5386632558	8/17/2018	Maggi Younghusband	3540760382991156	Omba	$90047.65	Garden
IDG-8889927540	10/12/2018	Hi Spriddle	3555989808695586	Lazzy	$42022.49	Games
CVW-0391524287	11/22/2018	Laurie Rushforth	6333939452236196646	Linklinks	$41121.91	Health
TCH-6334269816	10/26/2018	Rudolph Maine	3578770584604247	Twiyo	$72189.50	Books
CMR-7004531628	8/21/2018	Harriett Marvel	30079682148646	Flipopia	$74956.59	Industrial
TEH-7997278016	7/16/2019	Orel Tighe	30439089207397	Zoonder	$92041.40	Industrial
HIX-4661468771	2/21/2019	Charla Kirstein	6304609095204667385	Kwinu	$17403.35	Kids
VBO-9775148653	6/23/2019	Ursola Betham	6709985791627560454	Meevee	$26134.62	Garden
UYF-5953524765	11/23/2018	Heloise Anthonies	5145145555170057	Twitterbridge	$1622.48	Industrial
ZID-2099037640	5/3/2019	Corny Cumes	5486643539177385	Jabberbean	$39140.90	Health
ZWR-8861625889	5/10/2019	Linet Berndtsson	50185345025480659	Dynazzy	$31352.19	Health
LXD-0854340754	7/25/2018	Leroy Fairn	4041598036168	Meezzy	$69227.28	Grocery
OAH-5921433368	7/19/2019	Theo Scarlon	4917703448381627	Vimbo	$40971.37	Electronics
HKN-1726790936	10/9/2018	Celestyna Montilla	30083998590467	Rhynyx	$98178.43	Outdoors
WYD-7214882980	7/22/2018	Mart Oris	4844636644501440	Ainyx	$39354.44	Home
GZJ-3896822249	9/13/2018	Lindsay Tetlow	3539962228247545	Fivebridge	$26338.65	Electronics
PPS-5756435813	7/27/2018	Thomasine Couchman	5602217618021191	Topiczoom	$12129.52	Toys
YBV-4012087235	2/19/2019	Gabriel Delahunty	3544952270563652	Kwideo	$86638.50	Sports
ERX-9809725435	2/22/2019	Darrel Castellet	5010129462531413	Fliptune	$33592.07	Shoes
AHI-6680946591	3/8/2019	Peterus Levane	6334548277389757	Skippad	$90833.07	Automotive
VLW-8141138498	5/9/2019	Jeralee Flott	3582725934840259	Zooxo	$83584.73	Automotive
ZYB-5416926506	6/3/2019	Kean Radden	3536791580890516	Realmix	$51839.78	Garden
FKZ-1901504270	8/12/2018	Ashlie Scargle	3556338448555223	Dynabox	$31017.39	Kids
BIX-6167396789	7/10/2019	Elinor Burghall	30438536337302	Flashdog	$52618.57	Home
JAT-1834475902	2/17/2019	Hamlin Hastwall	3530371139577736	Yodoo	$40368.39	Books
WBO-2201709859	3/22/2019	Sanders Merritt	589365357107405453	Wordify	$1108.72	Toys
FSR-9252657230	5/1/2019	Letisha Sussex	3557159772604802	Twinte	$8441.09	Tools
SZQ-9686727065	1/21/2019	Reginauld Pesticcio	6767058629468024	Topicshots	$34705.74	Books
ECV-5413580989	4/19/2019	Lora Woolerton	3533258871584359	Ooba	$58157.39	Sports
WOS-5184718863	9/13/2018	Harper Melsom	3568791088660016	Quamba	$92119.29	Books
RLU-0139222846	8/19/2018	Meta Sellman	5602223689081437	Wordify	$60189.99	Automotive
DLW-8325014153	12/16/2018	Rodolph Taig	5602254753370059	Twitterworks	$68856.09	Beauty
YBY-2614463138	2/23/2019	Erin Balmer	6759073051201983	Bubblebox	$98111.01	Toys
RDD-7834234735	5/16/2019	Haroun Malthus	3550789987747900	Tanoodle	$55311.24	Baby
SOJ-3973016278	12/31/2018	Isabel De Mattia	5284076201676646	Brainbox	$79440.58	Outdoors
RNZ-5731090087	3/26/2019	Quint Tumilty	201708764297383	Browsetype	$31400.30	Home
MXF-3202304758	3/1/2019	Cherri Lettuce	677107356186714781	Ooba	$42020.82	Toys
JPG-9537909512	8/28/2018	Roanne Websdale	3572703262358014	Flashset	$3862.05	Industrial
NXC-1635041768	7/1/2019	Muffin Lindeberg	5010129252606532	Cogibox	$13605.90	Grocery
XSM-8918667928	6/13/2019	Dugald Buxy	3581408022826016	Digitube	$39706.96	Jewelery
ILE-3560559893	8/28/2018	Sherlock Valois	3584843657491271	Kwilith	$51521.07	Baby
NTK-4113369257	11/24/2018	Hyacintha Corness	3565723155651282	Centidel	$92218.12	Tools
DFK-5892585995	6/26/2019	Godart Likly	4844819645447884	Thoughtworks	$25544.88	Garden
HOS-2881742429	12/18/2018	Faith Ireson	6374375434590411	Lazz	$35841.42	Computers
SSC-3115012785	9/21/2018	Abba Matsell	6771508405077856	Kwinu	$43947.34	Industrial
QDQ-6861401471	4/25/2019	Valida MacCrossan	36281067172720	Digitube	$21595.18	Games
JNJ-7693870927	2/5/2019	Giffy Coleborn	5610461590760810	Latz	$74717.59	Grocery
MJU-4387474602	7/11/2019	Madelaine Tilling	675991805503142798	Yodel	$92257.91	Outdoors
OKG-7874256122	4/25/2019	Missy Giraldo	67615799974724869	Omba	$12326.52	Home
UIY-4229492175	6/7/2019	Mela Petschel	5598752673197045	Lazzy	$43942.28	Industrial
FFG-7099357288	5/14/2019	Hilarius Francais	30575526521179	Quatz	$49202.84	Health
XIB-3733534736	7/18/2019	Fayette Swadden	3535109339743202	Roodel	$58713.54	Toys
YJB-4790941989	8/12/2018	Nita Shrubb	30557585701314	Shuffletag	$13556.82	Baby
BDH-0433621001	1/10/2019	Larisa Kuhlen	677186555243810151	Livepath	$56685.41	Kids
XME-5526880993	5/7/2019	Konrad Copestake	5206631477923505	Tazzy	$80207.91	Toys
FQF-6326588070	5/4/2019	Gustavus Crisall	5449316680567482	Youopia	$99238.80	Beauty
ZVZ-1557537793	5/12/2019	Zsazsa Drewe	50380255302454454	Browsedrive	$66568.43	Grocery
QDP-6472028131	7/25/2018	Etheline Lynd	3529880819152233	Trudoo	$18161.75	Electronics
FLD-1590291026	4/18/2019	Franky Bonsul	3575160911722412	Skibox	$11940.65	Automotive
GBQ-0704280782	2/27/2019	Isacco Boultwood	5254431829219244	Fivespan	$62969.81	Sports
TBU-8122701467	12/27/2018	Nerta Plank	5602245788555060	Twinte	$58619.72	Computers
WDS-6388367727	12/20/2018	Caldwell Bonevant	201948673984933	Avaveo	$37205.98	Grocery
HCA-8711255179	10/30/2018	Alfi Twidale	5893365450457846870	Dynabox	$48492.09	Music
BEZ-9039628628	11/24/2018	Kakalina Mockler	670995815703008928	Teklist	$41676.51	Tools
NIM-3518892301	12/29/2018	Ulrika Hasser	3547961427085664	Youtags	$12612.53	Music
LPF-5255728230	6/26/2019	Fayina Northeast	5020633460354098	Quatz	$5583.14	Industrial
UIW-1852395699	7/31/2018	Giacopo Snelling	56022481522862315	Demivee	$59170.74	Clothing
PQA-1094979287	3/31/2019	Clayton Pooley	3567965347068374	Voolith	$26310.29	Toys
QXC-0774227963	3/16/2019	Catherin Fassan	3535323841496817	Lajo	$1420.94	Electronics
LOE-4804078084	3/3/2019	Leighton Litterick	561007304436799951	Realcube	$42223.22	Outdoors
LCH-5837760449	1/29/2019	Theresita Lanon	3560366534502332	Kwimbee	$66094.93	Jewelery
JPF-3315157114	6/5/2019	Sissy Idwal Evans	6383947615467111	Voonder	$35486.78	Tools
MWG-0959112895	2/1/2019	Nicki Moret	3537440241283724	Dabjam	$71595.46	Industrial
SVP-2567359897	2/11/2019	Madelina Klemps	5602257929444179	Topicblab	$47101.86	Shoes
MBF-0865313126	8/11/2018	Carmita Fronsek	30426421507725	Twitterworks	$47194.15	Automotive
YMU-8131066182	12/3/2018	Neddy Faich	5007669554887251	Photofeed	$56182.00	Health
JME-3123336972	12/26/2018	Brucie Dakers	3588258371746924	Tagpad	$95319.29	Tools
OEH-3755129379	7/1/2019	Yorker Ravenscroft	5610348276649526	Yamia	$30829.64	Industrial
UIV-7917279631	3/2/2019	Ortensia Dargue	3564170358121260	Skinder	$12702.74	Toys
SAP-5780423089	4/30/2019	Nicolette Haliday	3532436293247174	Babblestorm	$84377.48	Toys
BSV-0294677434	8/24/2018	Reuben Lyver	5535910875894688	Browsebug	$49663.46	Automotive
LVW-5214697418	2/15/2019	Malissa Rawet	201930760413711	Skinix	$5141.17	Clothing
YCO-0757645084	9/10/2018	Mady Skill	6771165274643539804	Zoombeat	$29638.24	Jewelery
QWS-2110019301	10/4/2018	Moses Wandrich	3585627956238510	Avamba	$65496.03	Jewelery
RZJ-5947178398	2/14/2019	Zeke Arnatt	30555268934830	Yodo	$32597.01	Beauty
ERF-2909656341	10/28/2018	Cami Diegan	374622019808467	Browsecat	$25953.08	Health
UOR-1004525165	1/8/2019	Farr O'Doran	3546475795516581	Roodel	$12313.35	Garden
LSK-3981281850	6/7/2019	Darla Forsyth	3550000451784191	Flipbug	$31475.50	Shoes
IWT-4736293655	4/28/2019	Tessi Vasilmanov	3572907138506439	Kayveo	$81227.93	Jewelery
NVV-8431433537	11/10/2018	Isac Nazareth	5641829445714062	Voonte	$7813.26	Clothing
LIR-7615807632	11/16/2018	Cornelia Eagle	30047811073522	Skipfire	$52770.99	Games
IXD-1519335147	6/8/2019	Milissent Lawrenson	6761938998719414131	Photobean	$29343.68	Grocery
HNK-7825062104	5/1/2019	Pippa Tilio	5129549430467192	Wikivu	$17251.76	Games
FCQ-3495364461	9/3/2018	Chuck Hold	372301329270633	Realblab	$43711.09	Jewelery
KMX-0628501301	4/17/2019	Eliot Mason	3553244044045036	Eimbee	$81487.33	Beauty
OYK-9165577183	2/18/2019	Francene Minney	5602213362201568	Twitterbeat	$55796.46	Toys
OHS-6950766713	12/30/2018	Steffie Dict	3535191335093477	Talane	$42070.75	Jewelery
FGX-6043053169	12/13/2018	Jarib Backshaw	374288431966802	Thoughtbeat	$24824.31	Garden
HHP-8166665168	5/25/2019	Cybill Kelshaw	5007662345869993	Dazzlesphere	$78517.29	Books
PHZ-2621854061	3/31/2019	Martica Dammarell	3578945785747074	Wikivu	$59016.82	Jewelery
HBL-2248532594	9/4/2018	Cedric Farrin	4041379074959207	Feednation	$81144.40	Grocery
TDR-0475587571	7/4/2019	Rhianna Cristofanini	3589737820526259	Quinu	$8698.76	Computers
DHE-6578894697	6/28/2019	Nonnah Le land	56022410634426867	Ailane	$33665.59	Shoes
TNL-1480984948	11/16/2018	Artur Jaggli	5602242266531317	Dazzlesphere	$53474.68	Computers
DSD-3139527225	12/5/2018	Jacquenetta MacPadene	5018666138146517800	Jaxspan	$71770.01	Jewelery
VSJ-4747190131	12/21/2018	Gianina Getsham	3555739923999672	Jetpulse	$44841.90	Games
NYK-4938040053	7/30/2018	Courtenay Gourley	3571568886251312	Gevee	$47133.48	Games
HQW-7905424697	7/2/2019	Kathleen Shalloe	3566293977386516	Jatri	$51259.05	Games
TDL-2543752860	12/29/2018	Henka Bizzey	3575624550387449	Jabbertype	$32978.52	Outdoors
VQI-8569207913	4/29/2019	Alissa Basile	3565606013500934	Zoomzone	$14359.14	Beauty
OTM-1151061377	10/15/2018	Alika Puller	3555555080261916	Oodoo	$79189.94	Grocery
QZX-2137564554	6/9/2019	Nichol Ainsley	5602253314900834	Cogibox	$60277.83	Electronics
GAG-9708362264	3/11/2019	Melvin Withers	5578916547103257	Browsecat	$74229.32	Industrial
IVT-4776219637	2/4/2019	Barron Tims	6709050861779926272	Photospace	$89719.84	Outdoors
QLG-0391302139	5/14/2019	Heather Le Provost	36983491540741	Feedfish	$97975.70	Music
HNR-6527844355	7/25/2018	Trixie Comberbeach	63043076422293545	Realcube	$3612.17	Clothing
SIU-1079658806	9/1/2018	Solomon Hincham	4903491625939528122	Skyndu	$97680.35	Toys
CLN-4582414336	7/1/2019	Carson Dusey	3547118639928393	Quimm	$58841.24	Health
CHY-5899694197	7/24/2018	Min Flieger	3558678610210307	Twitterwire	$65494.58	Toys
LIO-0750387777	3/17/2019	Jeannine Ghidoni	3558595548649028	Tagfeed	$15981.06	Toys
FSL-3991320618	2/16/2019	Frederica Le feaver	201611216175720	Realbuzz	$59931.08	Shoes
WMI-9799236647	5/24/2019	Loydie Astman	30516392690391	Brainverse	$82125.24	Industrial
WLR-8060093665	4/9/2019	Lotty Laden	6333389694957764	Miboo	$57615.20	Electronics
QAM-7837531088	7/1/2019	Darya Vogl	4041378152892686	Meevee	$80904.93	Grocery
YHF-8364959454	10/13/2018	Teddi Edmand	4911547276484418041	Topicblab	$89586.42	Sports
JNX-9162446025	6/29/2019	Sharon Pulsford	3528918449623396	Eire	$55212.42	Baby
YRU-6541494048	2/25/2019	Pearla Gatheral	3572458265582686	Twitternation	$32348.74	Industrial
BAJ-6921278475	10/11/2018	Elvira Orneblow	3558496720488600	Mydo	$76345.03	Industrial
CXA-9430183562	4/16/2019	Lucila Jime	3570540856529416	Browseblab	$29733.39	Electronics
AYO-3837976477	3/27/2019	Arlina Zamorrano	5537670459667987	Chatterbridge	$34280.01	Music
YSS-4774116934	3/1/2019	Conrad Blower	4026113964433638	Plajo	$21873.41	Jewelery
VQG-7193132546	4/2/2019	Joanie Petit	30468693404538	Vidoo	$41778.34	Computers
HWB-6522095088	3/22/2019	Willamina Haines	4905737295734625561	Mybuzz	$59333.78	Outdoors
ASU-6558186102	10/23/2018	Tracie McIlhagga	3571199160809375	Chatterpoint	$33211.74	Outdoors
SSJ-9891198941	7/28/2018	Ad Stobbart	4405517232792206	Quaxo	$76279.70	Shoes
